ID;Active;Name;Categories;Price tax included;Tax rules ID;Reference;Description;Short description;Weight;Image URLs;URL rewritten
191;1;Spirulina flakes - 100gr;56;16.81;1;1/19-Organic;Spirulina flakes - 100gr The microalga Spirulina is one of the best natural sources of protein and was discovered by the Aztecs (the Aztecs were members of a Mesoamerican civilization that created a high culture and existed between the 14th and early 16th centuries) in the 16th century and consumed daily for its strengthening and nourishing effects. Directly sourced from Greece and harvested by hand to ensure the best quality in Europe. Package with 25g or 100g. 100% natural product from Hellas. Collected and naturally dried with the help of the sun. Try it in salads, yogurt and muesli. Vitamins A, B1, B2, B3, B6, B12, E, K. - Antioxidant compounds - B-carotene, zeaxanthin, phycocyanin - minerals and trace elements - calcium, iron, copper, chromium, manganese, selenium, magnesium, zinc - fatty acids (GLA) gamma-linolenic acid (ALA) α-linolenic acid, high - polysaccharides Ca-Sp calcium spiroylan - amino acid's isoleucine, leucine, lysine, methionine, threonine, tryptophan, valine, phenylalanine. Rich in vitamin, B complex, vitamin A and vitamin E.;Package with 25g or 100g. 100% natural product from Hellas. Collected and naturally dried with the help of the sun. Try it in salads, yogurt and muesli.;0.100000;https://aspriter.am/227-home_default/spirulina-flakes-100gr.jpg;spirulina-products/191-spirulina-flakes-100gr
192;1;Spirulina flakes - 25gr;56;4.62;1;1/21-Spirulina;Spirulina flakes - 25gr The microalga Spirulina is one of the best natural sources of protein and was discovered by the Aztecs (the Aztecs were members of a Mesoamerican civilization that created a high culture and existed between the 14th and early 16th centuries) in the 16th century and consumed daily for its strengthening and nourishing effects. Directly sourced from Greece and harvested by hand to ensure the best quality in Europe. Package with 25g or 100g. 100% natural product from Hellas. Collected and naturally dried with the help of the sun. Try it in salads, yogurt and muesli. Vitamins A, B1, B2, B3, B6, B12, E, K. - Antioxidant compounds - B-carotene, zeaxanthin, phycocyanin - minerals and trace elements - calcium, iron, copper, chromium, manganese, selenium, magnesium, zinc - fatty acids (GLA) gamma-linolenic acid (ALA) α-linolenic acid, high - polysaccharides Ca-Sp calcium spiroylan - amino acid's isoleucine, leucine, lysine, methionine, threonine, tryptophan, valine, phenylalanine. Rich in vitamin, B complex, vitamin A and vitamin E.;Vitamins: A, B1, B2, B3, B6, B12, E, K. - Antioxidant compounds - B-carotene, zeaxanthin, phycocyanin - minerals and trace elements - calcium, iron, copper, chromium, manganese.;0.025000;https://aspriter.am/228-home_default/spirulina-flakes-25gr.jpg;spirulina-products/192-spirulina-flakes-25gr
193;1;Kalliston Shaving Cream - 75ml;41;5.46;1;1/12Kalliston;Kalliston Shaving Cream - 75ml A shaving cream with a velvety texture that produces a rich foam for optimal shaving results. Enriched with aloe Vera juice, Shea butter and organic olive oil to leave hair smooth and supple and protect skin from irritation. Suitable for use with or without brush. Dermatological tested. Usage Apply the cream to the moist face and foam with or without a brush. Rinse thoroughly with lukewarm water after shaving. Free from BEG, PARABEN, MINERAL OIL, SILICONE, EDTA, BHT, DEA, SYNTHETIC COLORS, MINERAL OIL Ingredients AQUA (WATER), STEARIC ACID, PALMITIC ACID, SODIUM LAUROYL METHYL ISETHIONATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, BEHENYL ALCOHOL, OLEA EUROPAEA (OLIVE) FRUIT OIL*, GLYCERIN, ALOE BARBADENSIS LEAF JUICE*, SODIUM HYDROXIDE, BUTYROSPERMUM PARKII (SHEA) BUTTER, FRAGRANCE, PHENYLPROPANOL, CAPRYLYL GLYCOL, GLYCERYL UNDECYLENATE, PROPANEDIOL, XANTHAN GUM, SODIUM GLUCONATE, TOCOPHEROL, CITRAL, COUMARIN, LINALOOL, CITRONELLOL, LIMONENE, ALPHA-ISOMETHYL IONONE.;Kalliston Shaving Cream - 75ml. A shaving cream with a velvety texture that produces a rich foam for optimal shaving results.;0.075000;https://aspriter.am/229-home_default/kalliston-shaving-cream-75ml.jpg;kalliston-products/193-kalliston-shaving-cream-75ml
194;1;Kalliston After Shave Gel - 75 ml;41;6.30;1;1/12Kalliston;Kalliston After Shave Gel - 75 ml After Shave Gel with Aloe&Chamomile Kalliston After Shave Balsam, alcohol-free, gives the skin a feeling of freshness and rejuvenation. The natural polysaccharides provide a smooth protective film on the skin, while aloe vera juice, chamomile extracts, pro-vitamin B5 (panthenol) and organic extra virgin olive oil hydrate soothe irritations caused by shaving and leave a unique feeling of non-stickiness hydrating the skin. Dermatological tested. How to use Apply a small amount of After Shave Balsam to your hand and spread over face while gently massaging in. Free from BEG, PARABEN, MINERAL OIL, SILICONE, EDTA, BHT, DEA, SYNTHETIC COLORS, MINERAL OIL;After Shave Gel with Aloe & Chamomile. 75 ml. Kalliston After Shave Balsam, alcohol-free, gives the skin a feeling of freshness and rejuvenation.;0.075000;https://aspriter.am/230-home_default/kalliston-after-shave-gel-75-ml.jpg;kalliston-products/194-kalliston-after-shave-gel-75-ml
195;1;Handmade Olive Oil Soap - 200g;41;1.93;1;1/12Kalliston;Handmade Olive Oil Soap - 200g Pure handmade olive oil soap. Ingredients Sodium, olivate aqua, chloride, sodium hydrate.;Handmade Olive Oil Soap - 200g. Pure handmade olive oil soap.;0.200000;https://aspriter.am/231-home_default/handmade-olive-oil-soap-200g.jpg;kalliston-products/195-handmade-olive-oil-soap-200g
196;1;Kalliston Face Cream - 50ml;41;16.72;1;1/12-After-Shave-Gel,;Kalliston Face Cream - 50ml Fine face cream for very dry skin with organic olive oil, abyssinian oil and natural moisturizing factors(NMF) to care for and moisturize the skin. The sea water and volcanic extract rich in trace elements invigorate the face and make it look radiant. Dermatological tested. Usage Apply to the face with light movements until fully absorbed. Without these ingredients PARABENE, PEG, PROPYLENE GLYCOL, MINERAL OIL, SILICONE, EDTA, BHT, DEA, SYNTHETIC COLORS. Ingredients Abyssinian oil, Hyaluronic acid, Natural Moisturizing Factors(NMF), Organic olive oil, Prickly Pear extract, Sea water, Shea butter, Vitamin E, Volcanic extract;Fine face cream for very dry skin with organic olive oil, abyssinian oil and natural moisturizing factors(NMF) to care for and moisturize the skin.;0.050000;https://aspriter.am/232-home_default/kalliston-face-cream-50ml.jpg;kalliston-products/196-kalliston-face-cream-50ml
197;1;Kalliston Skin Care Cream - 100 ml;41;11.26;1;1/12-olive;Kalliston Skin Care Cream - 100 ml Skin care cream for sensitive skin with a tendency to intense dryness and irritation. It contains high-quality turmeric oil, rich in antioxidants for the relief of skin damage/skin problems. Calendula oil, A-Biaabolol and Allantoin for soothing properties. Organic olive oil, coconut oil, avocado oil and Shea butter to restore balance and normal skin moisture. Simultaneously, the mixture of sea water and volcanic extract soothes and stimulates stressed/damaged skin. Free of perfume. Dermatological tested. Usage Apply to the cleansed skin in the desired area with circular movements with the fingers until it is completely absorbed. Without these ingredients PARABENS, PEG, MINERAL OIL, SILICONE, EDTA, BHT, DEA, PALM OIL, SYNTHETIC COLORS. Ingredients A- BISABOLOL, Allantoin, Avocado oil, Calendula oil, Coconut oil, Organic olive oil, PANTHENOL, Sea water, Shea butter, Turmeric oil, Volcanic extract;It contains high quality turmeric oil, rich in antioxidants for the relief of skin damage/skin problems. Calendula oil, A-Biaabolol and Allantoin for soothing properties.;0.100000;https://aspriter.am/233-home_default/kalliston-skin-care-cream-100-ml.jpg;kalliston-products/197-kalliston-skin-care-cream-100-ml
198;1;Black soap volcanic sand extract - 110 gr;41;3.28;1;1/12Kalliston;Black soap volcanic sand extract - 110 g Gentle soap with organic olive oil, lava extract and sea water as well as lava granulate. Lava extract and sea water soothe and stimulate the skin, while the thin lava granules provide a gentle peeling during use. With Shea butter, vitamin E and pro vitamin B5 (panthenol) for a unique feeling of softness. Without these ingredients PARABEN, PEG, MINERAL OIL, SILICONE, EDTA, BHT, DEA, PALM OIL Ingredients Organic olive oil, PANTHENOL, Sea water, Shea butter, Vitamin E, Volcanic extract, Volcano sand;Gentle soap with organic olive oil, lava extract and sea water as well as lava granulate. Lava extract and sea water soothe and stimulate the skin.;0.110000;https://aspriter.am/234-home_default/black-soap-volcanic-sand-extract-110-gr.jpg;kalliston-products/198-black-soap-volcanic-sand-extract-110-gr
199;1;Organic Extra Virgin Oliveoil + Oregano Organic Essential Oil,  100ml;59;15.97;1;1/19-Organic;Organic Extra Virgin Oliveoil+ Oregano Organic Essential Oil, 100ml, Vegan Registered Greek oregano organic essential oil added to organic, single variety, extra virgin, cold pressed, greek olive oil. Awarded with Health & Nutrition Award 2018. A seasoning that uniquely combines Mediterranean taste with anti-inflammatory, antioxidant, cardio protective and neuroprotective properties. 100% pure, natural, undiluted. Made in Greece from controlled organic cultivation of Origanum vulgare ssp. Hirtum. Approved organic distillation. Flavored, smoked olive oils and oregano for seasoning all kinds of dishes or salads. Strong antibiotic, antifungal and antioxidant properties that naturally strengthen the immune system without affecting the body's natural balance. With the Aetheleon Olive Oil/Oregeno Concentrate you bring an unforgettable taste to the Horiatiki Salata (Greek farmer's salad), combining many aromas from the nature of Greece.;Organic Extra Virgin Oliveoil and Oregano Organic Essential Oil, 100ml, Vegan Registered;0.100000;https://aspriter.am/235-home_default/organic-extra-virgin-oliveoil-100ml.jpg;aetheleon-products/199-organic-extra-virgin-oliveoil-100ml
200;1;Organic Extra Virgin Oliveoil and Oregano Organic Essential Oil, 20ml;59;5.88;1;1/19-Organic;Organic Extra Virgin Oliveoil and Oregano Organic Essential Oil, 20ml, Vegan Registered Greek oregano organic essential oil added to organic, single variety, extra virgin, cold pressed, greek olive oil. Awarded with Health & Nutrition Award 2018. A seasoning that uniquely combines Mediterranean taste with anti-inflammatory, antioxidant, cardioprotective and neuroprotective properties. 100% pure, natural, undiluted. Made in Greece from controlled organic cultivation of Origanum vulgare ssp. Hirtum. Approved organic distillation. Flavored, smoked olive oils and oregano for seasoning all kinds of dishes or salads. Strong antibiotic, anti fungal and antioxidant properties that naturally strengthen the immune system without affecting the body's natural balance. With the Aetheleon Olive Oil/Oregeno Concentrate you bring an unforgettable taste to the Horiatiki Salata (Greek farmer's salad), combining many aromas from the nature of Greece.;Organic Extra Virgin Oliveoil and Oregano Organic Essential Oil, 20ml, Vegan Registered;0.020000;https://aspriter.am/236-home_default/organic-extra-virgin-oliveoil.jpg;aetheleon-products/200-organic-extra-virgin-oliveoil
201;1;Extra fine olive oil soap with lavender, 130g;41;2.94;1;1/12Kalliston;Extra fine olive oil soap with lavender, 130g Gentle exfoliation and relaxing fragrance Extra fine olive soap with lavender. The valuable olive oil in combination with the coconut oil it contains cares for and protects the skin from premature aging, because it contains antioxidants. The ingredient lavender contained in it is ideal for dry skin due to its mild effects. It is used as a gentle exfoliant for the body and hands, improves the texture of the skin and leaves a wonderful sense of cleanliness. Ingredients: Lavender oil and coconut oil High in vitamins, minerals and antioxidants that are essential for skin care and hair. Renowned for its anti-aging and antioxidant properties due to its high content of vitamin E, while studies have shown the beneficial effect on very dry, atopic skin.;High in vitamins, minerals and antioxidants that are essential for skin care and hair.;0.130000;https://aspriter.am/237-home_default/olive-oil-soap-lavender.jpg;kalliston-products/201-olive-oil-soap-lavender
